n,wr,total_pips,pf,avg,tf,pair,strat,params,spread,bars
51,33.33333333333333,9210.846202495122,1.3026311094543535,180.60482749990436,M15,XAUUSD,ema_macd,"(5, 13, 50, 14, 1.0, 2.0)",28,5000
24,33.33333333333333,5679.692876841,1.2811311192323336,236.65386986837498,M15,XAUUSD,ema_macd,"(8, 21, 100, 14, 1.5, 2.5)",28,5000
18,33.33333333333333,117.02506250872219,1.0887799769159379,6.501392361595677,D1,AUDUSD,ema_macd,"(5, 13, 50, 14, 2.0, 4.0)",9,2284
9,33.33333333333333,-266.54490795051214,0.8012232727191374,-29.61610088339024,D1,GBPUSD,supertrend,"(10, 2.0, 14, 2.5, 4.0)",8,2284
9,33.33333333333333,-518.7521138797146,0.5908495705340583,-57.63912376441273,D1,GBPUSD,supertrend,"(10, 2.0, 14, 2.0, 3.0)",8,2284
24,33.33333333333333,-547.6490529764422,0.7822544041001148,-22.818710540685093,D1,EURUSD,ema_macd,"(5, 13, 50, 14, 2.0, 3.0)",0,3730
84,33.33333333333333,-1284.4091477900463,0.8471632850646638,-15.290585092738647,D1,GBPUSD,rsi,"(14, 70, 30, 14, 1.5, 2.5)",8,2284
33,33.33333333333333,-16559.786950250145,0.7592443120588338,-501.8117257651559,M30,XAUUSD,ema_macd,"(5, 13, 50, 14, 2.0, 3.0)",28,5000
118,33.05084745762712,-23793.887324403295,0.811793758706674,-201.643112918672,M15,XAUUSD,keltner,"(14, 1.5, 14, 1.5, 2.5)",28,5000
103,33.00970873786408,-3814.1528838874274,0.6696862867976779,-37.03061052317891,D1,EURUSD,rsi,"(14, 75, 25, 14, 2.0, 3.0)",0,3730
52,32.69230769230769,-1078.5486808144208,0.7608244462446295,-20.741320784892707,D1,AUDUSD,rsi,"(14, 75, 25, 14, 2.0, 3.0)",9,2284
25,32.0,-862.5092989307025,0.7091152991538864,-34.5003719572281,D1,EURUSD,ema_macd,"(5, 13, 100, 21, 2.0, 3.5)",0,3730
100,32.0,-2039.7871605762784,0.8021251973063682,-20.397871605762784,D1,GBPUSD,donchian,"(20, 14, 1.5, 2.5)",8,2284
57,31.57894736842105,-1623.7352213826957,0.6714495147865935,-28.486582831275364,D1,AUDUSD,donchian,"(50, 21, 2.0, 3.0)",9,2284
264,31.439393939393938,-1249.6686710461754,0.9171308889597614,-4.733593450932482,D1,EURUSD,donchian,"(10, 14, 1.0, 2.0)",0,3730
16,31.25,-81.08027597417333,0.7710010082771304,-5.067517248385833,M30,USDJPY,supertrend,"(14, 3.0, 14, 2.5, 4.0)",13,5000
